Symbol,Name,Sector,Industry
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,,
SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
SWMR,Swarmer Inc Common Stock,Technology,Computer Software: Prepackaged Software
SWX,Southwest Gas Holdings Inc. Common Stock (DE),Utilities,Oil & Gas Production
SWZ,Total Return Securities Fund Common Stock,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,Industrials,Major Chemicals
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,Major Banks
SYF,Synchrony Financial Common Stock,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,,
SYK,Stryker Corporation Common Stock,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Semiconductors
SYPR,Sypris Solutions Inc. Common Stock,Industrials,Industrial Machinery/Components
SYRE,Spyre Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SYY,Sysco Corporation Common Stock,Consumer Discretionary,Food Distributors
SZZL,Sizzle Acquisition Corp. II Class A ordinary shares,Finance,Blank Checks
SZZLR,Sizzle Acquisition Corp. II Right,Finance,Blank Checks
SZZLU,Sizzle Acquisition Corp. II Unit,Finance,Blank Checks
T,AT&T Inc.,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,
TACH,Titan Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
TACHW,Titan Acquisition Corp. Warrants,Finance,Blank Checks
TACO,Berto Acquisition Corp. Ordinary Shares,Finance,Blank Checks
TACOU,Berto Acquisition Corp. Unit,Finance,Blank Checks
TACOW,Berto Acquisition Corp. Warrant,Finance,Blank Checks
TACT,TransAct Technologies Incorporated Common Stock,Technology,Computer peripheral equipment
TALK,Talkspace Inc. Common Stock,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,Health Care,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,Energy,Oil & Gas Production
TAOX,Tao Synergies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TARA,Protara Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,TaskUs Inc. Class A Common Stock,Technology,EDP Services
TAVI,Tavia Acquisition Corp. Ordinary Shares,Finance,Blank Checks
TAVIR,Tavia Acquisition Corp. Right,Finance,Blank Checks
TAYD,Taylor Devices Inc. Common Stock,Industrials,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,Telecommunications,Telecommunications Equipment
TBBK,The Bancorp Inc Common Stock,Finance,Major Banks
TBCH,Turtle Beach Corporation Common Stock,Telecommunications,Telecommunications Equipment
TBH,Brag House Holdings Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
TBI,TrueBlue Inc. Common Stock,Consumer Discretionary,Professional Services
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,Finance,Investment Managers
TBRG,TruBridge Inc. Common Stock,Technology,EDP Services
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,Finance,Major Banks
TCBS,Texas Community Bancshares Inc. Common Stock,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,Finance,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
TCMD,Tactile Systems Technology Inc. Common Stock,Health Care,Medical/Dental Instruments
TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TDAC,Translational Development Acquisition Corp. Ordinary Shares,,
TDAY,USA TODAY Co. Inc. Common Stock,Consumer Discretionary,Newspapers/Magazines
TDC,Teradata Corporation Common Stock,Technology,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund Inc. Common Stock,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,,
TDUP,ThredUp Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Tidewater Inc. Common Stock,Consumer Discretionary,Marine Transportation
TDWD,Tailwind 2.0 Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
TDWDR,Tailwind 2.0 Acquisition Corp. Rights,Finance,Blank Checks
TDY,Teledyne Technologies Incorporated Common Stock,Industrials,Industrial Machinery/Components
TEAD,Teads Holding Co. Common Stock,Technology,Computer Software: Programming Data Processing
TECH,Bio-Techne Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECX,Tectonic Therapeutic Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance,Finance Companies
TELA,TELA Bio Inc. Common Stock,Health Care,Medical/Dental Instruments
TELO,Telomir Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TEM,Tempus AI Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
TENB,Tenable Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TENX,Tenax Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TER,Teradyne Inc. Common Stock,Industrials,Electrical Products
TEX,Terex Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,
TFIN,Triumph Financial Inc. Common Stock,Finance,Major Banks
TFIN^,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,,
TFSL,TFS Financial Corporation Common Stock,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,Industrials,Metal Fabrications
TGEN,Tecogen Inc. Common Stock,Industrials,Industrial Machinery/Components
TGL,Treasure Global Inc. Common Stock,Real Estate,Real Estate
TGT,Target Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,Hotels/Resorts
THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management
THFF,First Financial Corporation Common Stock,Finance,Major Banks
THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,Industrials,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,Energy,Industrial Machinery/Components
THRM,Gentherm Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,Consumer Discretionary,Advertising
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,Finance,Finance Companies
THYP,21Shares Hyperliquid ETF ,,
TIC,TIC Solutions Inc. Common Stock,Real Estate,Real Estate
TIL,Instil Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Interface Inc. Common Stock,Consumer Discretionary,Home Furnishings
TIPT,Tiptree Inc. Common Stock,Finance,Property-Casualty Insurers
TISI,Team Inc. Common Stock,Consumer Discretionary,Other Consumer Services
TITN,Titan Machinery Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TKNO,Alpha Teknova Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,TKO Group Holdings Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,Industrials,Metal Fabrications
TLF,Tandy Leather Factory Inc. Common Stock,Consumer Discretionary,Apparel
TLN,Talen Energy Corporation Common Stock,Utilities,Electric Utilities: Central
TLNC,Talon Capital Corp. Class A Ordinary Shares,,
TLNCW,Talon Capital Corp. Warrants,,
TLPH,Talphera Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TLRY,Tilray Brands Inc. Common Stock ,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,Technology,EDP Services
TLSI,TriSalus Life Sciences Inc. Common Stock,Health Care,Medical Specialities
TLSIW,TriSalus Life Sciences Inc. Warrant,Health Care,Medical Specialities
TLYS,Tilly's Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Medical/Dental Instruments
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,Finance,Major Banks
TMTS,Spartacus Acquisition Corp. II Class A Ordinary Shares,,
TMTSW,Spartacus Acquisition Corp. II Warrants,,
TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment
TMUSI,T-Mobile US Inc. 5.500% Senior Notes due June 2070,Telecommunications,Telecommunications Equipment
TMUSL,T-Mobile US Inc. 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment
TMUSZ,T-Mobile US Inc. 5.500% Senior Notes due March 2070,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,Real Estate,Real Estate
TNGX,Tango Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations
TNL,Travel   Leisure Co. Common  Stock,Consumer Discretionary,Hotels/Resorts
TNON,Tenon Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
TNONW,Tenon Medical Inc. Warrant,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,Health Care,Medical/Nursing Services
TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,Industrials,Major Chemicals
TONX,TON Strategy Company Common Stock,Consumer Discretionary,Other Consumer Services
TOON,Kartoon Studios Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
TOST,Toast Inc. Class A Common Stock,Technology,EDP Services
TOVX,Theriva Biologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank Common Stock,Finance,Major Banks
TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPCS,TechPrecision Corporation Common stock,Industrials,Metal Fabrications
TPG,TPG Inc. Class A Common Stock,Finance,Investment Managers
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,,
TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Consumer Discretionary,Other Consumer Services
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
TRAK,ReposiTrak Inc. Common Stock,Technology,EDP Services
TRAW,Traws Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRAX,First Tracks Biotherapeutics Inc. Ordinary Shares ,Health Care,Biotechnology: Pharmaceutical Preparations
TRC,Tejon Ranch Co Common Stock,Finance,Real Estate
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,Finance,Finance: Consumer Services
TREX,Trex Company Inc. Common Stock,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution
TRGS,TRG Latin America Acquisitions Corp. Class A Ordinary Shares,Finance,Blank Checks
TRGSR,TRG Latin America Acquisitions Corp. Rights,Finance,Blank Checks
TRI,Thomson Reuters Corporation Common Shares,Consumer Discretionary,Publishing
TRIN,Trinity Capital Inc. Common Stock,Finance,Finance: Consumer Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,Finance,Finance: Consumer Services
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,Finance,Finance: Consumer Services
TRIP,TripAdvisor Inc. Common Stock,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,Finance,Real Estate
TRNR,Interactive Strength Inc. Common Stock,Technology,Consumer Electronics/Appliances
TRNS,Transcat Inc. Common Stock,Industrials,Electrical Products
TRON,Tron Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,Major Chemicals
TRS,TriMas Corporation Common Stock,Industrials,Industrial Specialties
TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks
TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,,
TRTN^F,Triton International Limited 7.625% Series F Cumulative Redeemable Perpetual Preference Shares,,
TRTN^G,Triton International Limited 7.500% Series G Cumulative Redeemable Perpetual Preference Shares,,
TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,,
TRU,TransUnion Common Stock,Finance,Finance: Consumer Services
TRUG,TruGolf Holdings Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers
TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks
TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,RETAIL: Building Materials
TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers
TSLA,Tesla Inc. Common Stock,Industrials,Auto Manufacturing
TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
TSSI,TSS Inc. Common Stock,Consumer Discretionary,Professional Services
TTAN,ServiceTitan Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
TTC,Toro Company (The) Common Stock,Consumer Discretionary,Tools/Hardware
TTD,The Trade Desk Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
TTEC,TTEC Holdings Inc. Common Stock,Consumer Discretionary,Professional Services
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,Telecommunications,Telecommunications Equipment
TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production
TTMI,TTM Technologies Inc. Common Stock,Technology,Electrical Products
TTRX,Turn Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TTWO,Take-Two Interactive Software Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
TULP,Bloomia Holdings Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
TUSK,Mammoth Energy Services Inc. Common Stock,Energy,Oilfield Services/Equipment
TVA,Texas Ventures Acquisition III Corp Class A Ordinary Share,,
TVACW,Texas Ventures Acquisition III Corp Warrants,,
TVAI,Thayer Ventures Acquisition Corporation II Class A Ordinary Shares,,
TVC,Tennessee Valley Authority Common Stock,Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Utilities,Electric Utilities: Central
TVGN,Tevogen Bio Holdings Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVGNW,Tevogen Bio Holdings Inc. Warrant,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVRD,Tvardi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TVTX,Travere Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
TWAV,TaoWeave Inc. Common Stock,Technology,Computer Software: Programming Data Processing
TWFG,TWFG Inc. Class A Common Stock,Finance,Specialty Insurers
TWI,Titan International Inc. (DE) Common Stock,Industrials,Steel/Iron Ore
TWIN,Twin Disc Incorporated Common Stock,Industrials,Industrial Machinery/Components
TWLO,Twilio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
TWLV,Twelve Seas Investment Company III Class A Ordinary Shares,Finance,Blank Checks
TWLVR,Twelve Seas Investment Company III Rights,Finance,Blank Checks
TWN,Taiwan Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
TWO,Two Harbors Investment Corp,Real Estate,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,Real Estate,Real Estate Investment Trusts
TWST,Twist Bioscience Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TXG,10x Genomics Inc. Class A Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
TXMD,TherapeuticsMD Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors
TXNM,TXNM Energy Inc. Common Stock,Utilities,Electric Utilities: Central
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production
TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants
TXT,Textron Inc. Common Stock,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,Investment Managers
TYGO,Tigo Energy Inc. Common Stock,Technology,Semiconductors
TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TYRA,Tyra Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Travelzoo Common Stock,Consumer Discretionary,Advertising
U,Unity Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UAMY,United States Antimony Corporation Common Stock,Industrials,Metal Fabrications
UAN,CVR Partners LP Common Units representing Limited Partner Interests,Industrials,Agricultural Chemicals
UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials,Aerospace
UBCP,United Bancorp Inc. Common Stock,Finance,Major Banks
UBER,Uber Technologies Inc. Common Stock,Real Estate,Real Estate
UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks
UCB,United Community Banks Inc. Common Stock,Finance,Major Banks
UCTT,Ultra Clean Holdings Inc. Common Stock,Technology,Semiconductors
UDR,UDR Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,Finance,Real Estate
UEIC,Universal Electronics Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
UFCS,United Fire Group Inc. Common Stock,Finance,Property-Casualty Insurers
UFI,Unifi Inc. New Common Stock,Consumer Discretionary,Textiles
UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products
UFPT,UFP Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
UG,United-Guardian Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
UGI,UGI Corporation Common Stock,Utilities,Natural Gas Distribution
UGRO,urban-gro Inc. Common Stock,Consumer Discretionary,Industrial Specialties
UHAL,U-Haul Holding Company Common Stock,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,Technology,EDP Services
UK,Ucommune International Ltd Class A Ordinary Shares,Real Estate,Real Estate
ULBI,Ultralife Corporation Common Stock,Miscellaneous,Industrial Machinery/Components
ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services
ULS,UL Solutions Inc. Class A Common Stock,Health Care,Precision Instruments
ULTA,Ulta Beauty Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
UMAC,Unusual Machines Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
UMBF,UMB Financial Corporation Common Stock,Finance,Major Banks
UMBFO,UMB Financial Corporation Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,Finance,Major Banks
UMH,UMH Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,,
UNB,Union Bankshares Inc. Common Stock,Finance,Major Banks
UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Other Consumer Services
UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities
UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UNM,Unum Group Common Stock,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,Industrials,Railroads
UNTY,Unity Bancorp Inc. Common Stock,Finance,Major Banks
UONE,Urban One Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
UONEK,Urban One Inc. Class D Common Stock,Consumer Discretionary,Broadcasting
UPB,Upstream Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
UPBD,Upbound Group Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
UPLD,Upland Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
UPS,United Parcel Service Inc. Common Stock,Industrials,Trucking Freight/Courier Services
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,Technology,EDP Services
UPXI,Upexi Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URI,United Rentals Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,Finance,Finance Companies
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Utilities,Natural Gas Distribution
USAR,USA Rare Earth Inc. Class A Common Stock,Basic Materials,Metal Mining
USAU,U.S. Gold Corp. Common Stock,Basic Materials,Metal Mining
USB,U.S. Bancorp Common Stock,Finance,Major Banks
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,,
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,,
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,,
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,,
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,,
USB^S,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock,,
